"site","plot","crop","treatment","poxc","mean","two.sd","z.score","date"
"agronomy_farm",1,"W","F",571.939828833333,778.625226533333,378.221903551696,1.09293193101256,2021-06-01
"agronomy_farm",2,"W","B",1514.57302333333,792.430972808333,967.784828391702,1.49236075900276,2021-06-01
"agronomy_farm",3,"W","C",1371.600405,922.7261343375,633.293747776474,1.41758630094966,2021-06-01
"agronomy_farm",4,"S","B",545.439794633333,833.968380583333,388.161577730011,1.48664165906028,2021-06-01
"agronomy_farm",5,"S","F",426.444757983333,659.337918754167,471.995245612974,0.986845367344234,2021-06-01
"agronomy_farm",6,"S","C",751.539009466667,762.369728883333,668.126023553508,0.0324211871259322,2021-06-01
"agronomy_farm",7,"W","B",559.725542266667,792.430972808333,967.784828391702,0.480903241536416,2021-06-01
"agronomy_farm",8,"W","C",759.7842901,922.7261343375,633.293747776474,0.514585355720302,2021-06-01
"agronomy_farm",9,"W","F",918.082379666667,778.625226533333,378.221903551696,0.737435626143065,2021-06-01
"agronomy_farm",10,"S","F",981.569000733333,659.337918754167,471.995245612974,1.36539969406128,2021-06-01
"agronomy_farm",11,"S","B",961.592603966667,833.968380583333,388.161577730011,0.657582979385472,2021-06-01
"agronomy_farm",12,"S","C",855.443333333333,762.369728883333,668.126023553508,0.278610924193544,2021-06-01
"agronomy_farm",13,"S","C",1122.89013,762.369728883333,668.126023553508,1.0791987990505,2021-06-01
"agronomy_farm",14,"S","F",564.559541366667,659.337918754167,471.995245612974,0.401607339346873,2021-06-01
"agronomy_farm",15,"S","B",930.5491633,833.968380583333,388.161577730011,0.497631853628975,2021-06-01
"agronomy_farm",16,"W","B",607.044545133333,792.430972808333,967.784828391702,0.383114969849407,2021-06-01
"agronomy_farm",17,"W","F",665.846236566667,778.625226533333,378.221903551696,0.596364139187152,2021-06-01
"agronomy_farm",18,"W","C",653.508393366667,922.7261343375,633.293747776474,0.850214428663066,2021-06-01
"agronomy_farm",19,"S","F",664.778374933333,659.337918754167,471.995245612974,0.0230530126298251,2021-06-01
"agronomy_farm",20,"S","C",319.606442733333,762.369728883333,668.126023553508,1.32538853611811,2021-06-01
"agronomy_farm",21,"S","B",898.291960433333,833.968380583333,388.161577730011,0.331426826045831,2021-06-01
"agronomy_farm",22,"W","C",906.011448883333,922.7261343375,633.293747776474,0.0527865165662941,2021-06-01
"agronomy_farm",23,"W","B",488.3807805,792.430972808333,967.784828391702,0.628342547616942,2021-06-01
"agronomy_farm",24,"W","F",958.632461066667,778.625226533333,378.221903551696,0.951860444056646,2021-06-01
"allstar_mine_1",1,"W","F",1241.18179866667,1087.92487078333,794.536612227641,0.385776880573564,2021-06-01
"allstar_mine_1",2,"W","C",1143.52221133333,946.441186016667,625.45474081817,0.630200756201355,2021-06-01
"allstar_mine_1",3,"W","B",950.80945536,775.054597988333,274.9289654735,1.27854740273707,2021-06-01
"allstar_mine_1",4,"S","C",1706.58832133333,1242.920445875,731.681857234668,1.26740295901481,2021-06-01
"allstar_mine_1",5,"S","B",1356.084776,1046.16503810833,593.993630925661,1.04351198988008,2021-06-01
"allstar_mine_1",6,"S","F",1278.07803866667,1213.54573176667,396.087830065627,0.325848470978306,2021-06-01
"allstar_mine_1",7,"W","B",811.932682766667,775.054597988333,274.9289654735,0.268273549968222,2021-06-01
"allstar_mine_1",8,"W","C",1162.049349,946.441186016667,625.45474081817,0.689444491862966,2021-06-01
"allstar_mine_1",9,"W","F",1289.73453966667,1087.92487078333,794.536612227641,0.507993378222106,2021-06-01
"allstar_mine_1",10,"S","F",998.899349733333,1213.54573176667,396.087830065627,1.08383225002277,2021-06-01
"allstar_mine_1",11,"S","C",1337.04736833333,1242.920445875,731.681857234668,0.257289207126383,2021-06-01
"allstar_mine_1",12,"S","B",1076.9449563,1046.16503810833,593.993630925661,0.103637199421483,2021-06-01
"allstar_mine_1",13,"W","B",638.46185756,775.054597988333,274.9289654735,0.993658417861391,2021-06-01
"allstar_mine_1",14,"W","F",1326.45367633333,1087.92487078333,794.536612227641,0.600422439643749,2021-06-01
"allstar_mine_1",15,"W","C",987.999023333333,946.441186016667,625.45474081817,0.132888391771734,2021-06-01
"allstar_mine_1",16,"S","F",1456.17301,1213.54573176667,396.087830065627,1.22511857126806,2021-06-01
"allstar_mine_1",17,"S","B",641.736644133333,1046.16503810833,593.993630925661,1.3617263651287,2021-06-01
"allstar_mine_1",18,"S","C",858.895836833333,1242.920445875,731.681857234668,1.04970378927545,2021-06-01
"allstar_mine_1",19,"W","B",699.014396266667,775.054597988333,274.9289654735,0.553162534843904,2021-06-01
"allstar_mine_1",20,"W","C",492.1941604,946.441186016667,625.45474081817,1.45253363983606,2021-06-01
"allstar_mine_1",21,"W","F",494.329468466667,1087.92487078333,794.536612227641,1.49419269843942,2021-06-01
"allstar_mine_1",22,"S","C",1069.150257,1242.920445875,731.681857234668,0.474988376865733,2021-06-01
"allstar_mine_1",23,"S","B",1109.893776,1046.16503810833,593.993630925661,0.214577175827134,2021-06-01
"allstar_mine_1",24,"S","F",1121.03252866667,1213.54573176667,396.087830065627,0.467134792223592,2021-06-01
"allstar_mine_2",1,"W","F",996.2418246,1020.65326405556,1228.17647694045,0.0397523318739465,2021-06-01
"allstar_mine_2",2,"W","B",479.2128445,761.439631677778,695.691224469478,0.811356467498923,2021-06-01
"allstar_mine_2",3,"W","C",1549.028751,981.715185488889,990.956841989765,1.1449813785472,2021-06-01
"allstar_mine_2",4,"S","B",1445.67877533333,1060.29273717778,668.252771859294,1.15341396065829,2021-06-01
"allstar_mine_2",5,"S","F",1113.30333333333,863.956945288889,432.017244883143,1.15433534655261,2021-06-01
"allstar_mine_2",6,"S","C",1111.500901,898.441238066667,1047.54980014643,0.406777153512989,2021-06-01
"allstar_mine_2",7,"W","C",762.209431266667,981.715185488889,990.956841989765,0.443017788305435,2021-06-01
"allstar_mine_2",8,"W","B",1150.05575333333,761.439631677778,695.691224469478,1.11720863505762,2021-06-01
"allstar_mine_2",9,"W","F",1646.58321,1020.65326405556,1228.17647694045,1.01928339729111,2021-06-01
"allstar_mine_2",10,"S","B",851.831301233333,1060.29273717778,668.252771859294,0.62389995140443,2021-06-01
"allstar_mine_2",11,"S","F",733.851528333333,863.956945288889,432.017244883143,0.602315849640437,2021-06-01
"allstar_mine_2",12,"S","C",301.7131498,898.441238066667,1047.54980014643,1.13928347498754,2021-06-01
"allstar_mine_2",13,"S","C",1282.1096634,898.441238066667,1047.54980014643,0.732506321474553,2021-06-01
"allstar_mine_2",14,"S","F",744.7159742,863.956945288889,432.017244883143,0.552019496912178,2021-06-01
"allstar_mine_2",15,"S","B",883.368134966667,1060.29273717778,668.252771859294,0.529514009253863,2021-06-01
"allstar_mine_2",16,"W","B",655.0502972,761.439631677778,695.691224469478,0.305852167558699,2021-06-01
"allstar_mine_2",17,"W","C",633.9073742,981.715185488889,990.956841989765,0.701963590241766,2021-06-01
"allstar_mine_2",18,"W","F",419.134757566667,1020.65326405556,1228.17647694045,0.979531065417162,2021-06-01
"goshen_road",1,"S","C",415.0815238,1109.021897275,1219.77928343421,1.13781301732106,2021-06-01
"goshen_road",2,"S","B",473.2411219,978.577890216667,794.016191088022,1.27286262922225,2021-06-01
"goshen_road",3,"S","F",671.958413766667,657.691271133333,159.618663089879,0.178765344316908,2021-06-01
"goshen_road",4,"W","C",904.5340893,804.604092233333,597.302778941574,0.334604159196257,2021-06-01
"goshen_road",5,"W","B",451.7379342,778.443529466667,646.911744871203,1.01004688153161,2021-06-01
"goshen_road",6,"W","F",1072.510226,756.676947165833,919.793203144382,0.686748451183302,2021-06-01
"goshen_road",7,"W","B",647.305931233333,778.443529466667,646.911744871203,0.405426549364758,2021-06-01
"goshen_road",8,"W","C",1132.07079966667,804.604092233333,597.302778941574,1.09648479457473,2021-06-01
"goshen_road",9,"W","F",1034.25,756.676947165833,919.793203144382,0.603555346756776,2021-06-01
"goshen_road",10,"S","F",615.920047966667,657.691271133333,159.618663089879,0.523387708655923,2021-06-01
"goshen_road",11,"S","B",876.588207633333,978.577890216667,794.016191088022,0.256895725120112,2021-06-01
"goshen_road",12,"S","C",905.847531966667,1109.021897275,1219.77928343421,0.333132998842723,2021-06-01
"goshen_road",13,"S","C",1866.33129766667,1109.021897275,1219.77928343421,1.24171546553817,2021-06-01
"goshen_road",14,"S","B",1175.807028,978.577890216667,794.016191088022,0.496788705311096,2021-06-01
"goshen_road",15,"S","F",579.841006466667,657.691271133333,159.618663089879,0.975453160171257,2021-06-01
"goshen_road",16,"W","F",835.241456133333,756.676947165833,919.793203144382,0.170830810010166,2021-06-01
"goshen_road",17,"W","B",1213.674716,778.443529466667,646.911744871203,1.34556588277737,2021-06-01
"goshen_road",18,"W","C",762.695636366667,804.604092233333,597.302778941574,0.140325668468943,2021-06-01
"goshen_road",19,"S","C",1248.82723566667,1109.021897275,1219.77928343421,0.229230550625608,2021-06-01
"goshen_road",20,"S","F",763.045616333333,657.691271133333,159.618663089879,1.32007552451027,2021-06-01
"goshen_road",21,"S","B",1388.67520333333,978.577890216667,794.016191088022,1.03296964903126,2021-06-01
"goshen_road",22,"W","B",801.055536433333,778.443529466667,646.911744871203,0.0699075481190056,2021-06-01
"goshen_road",23,"W","F",84.70610653,756.676947165833,919.793203144382,1.46113460795024,2021-06-01
"goshen_road",24,"W","C",419.1158436,804.604092233333,597.302778941574,1.29076328530204,2021-06-01
"jackson_mill",1,"W","B",810.526142533333,1027.43376495,479.094969841189,0.905489041091654,2021-06-01
"jackson_mill",2,"W","F",1055.74603966667,1107.85524294167,189.872844678036,0.548885264381651,2021-06-01
"jackson_mill",3,"W","C",1407.116155,1051.73068201667,696.80076990132,1.02004902501374,2021-06-01
"jackson_mill",4,"S","F",1181.883333,963.965047220833,567.234150330561,0.768353899891862,2021-06-01
"jackson_mill",5,"S","B",895.933691333333,1225.76595516667,458.014085705045,1.44027126731531,2021-06-01
"jackson_mill",6,"S","C",1145.29509633333,1008.233378825,684.948469493739,0.400210303731721,2021-06-01
"jackson_mill",7,"S","B",1252.84984666667,1225.76595516667,458.014085705045,0.118266631290644,2021-06-01
"jackson_mill",8,"S","C",588.941790466667,1008.233378825,684.948469493739,1.22430111762493,2021-06-01
"jackson_mill",9,"S","F",579.897849366667,963.965047220833,567.234150330561,1.3541751589898,2021-06-01
"jackson_mill",10,"W","F",1028.00828243333,1107.85524294167,189.872844678036,0.841057189022774,2021-06-01
"jackson_mill",11,"W","C",1090.39394166667,1051.73068201667,696.80076990132,0.110973642165968,2021-06-01
"jackson_mill",12,"W","B",834.2745216,1027.43376495,479.094969841189,0.806350538032276,2021-06-01
"jackson_mill",13,"S","B",1345.66372866667,1225.76595516667,458.014085705045,0.523554961483052,2021-06-01
"jackson_mill",14,"S","F",1174.54874555,963.965047220833,567.234150330561,0.742493018822816,2021-06-01
"jackson_mill",15,"S","C",907.018369833333,1008.233378825,684.948469493739,0.295540507058807,2021-06-01
"jackson_mill",16,"W","B",1275.54947633333,1027.43376495,479.094969841189,1.03576838414972,2021-06-01
"jackson_mill",17,"W","F",1105.85666666667,1107.85524294167,189.872844678036,0.0210517336314095,2021-06-01
"jackson_mill",18,"W","C",572.999375066667,1051.73068201667,696.80076990132,1.37408374855211,2021-06-01
"jackson_mill",19,"W","F",1241.809983,1107.85524294167,189.872844678036,1.41099418703583,2021-06-01
"jackson_mill",20,"W","B",1189.38491933333,1027.43376495,479.094969841189,0.676071194974211,2021-06-01
